Product Name,Score,PS,Brand Name,Price
HTC One M8 - 32gb - Gunmetal Gray (T-mobile),3.56140350877193,1,Htc,149.99
HTC One M8 - Factory Unlocked 32GB - US Warranty (Glacial Silver),3.9847133757961783,1,Htc,138.99
HTC One M8 16GB (FACTORY UNLOCKED) international version (Red) [No warranty],4.125,2,Htc,348.88
HTC One M8 16GB 4G LTE Unlocked GSM Android Cell Phone - Glacial Silver,3.229357798165138,1,Htc,114.99
HTC One M8 16GB Unlocked International GSM Unlocked Smartphone - Gunmetal Gray,3.6666666666666665,1,Htc,169.99
HTC One M8 32GB Unlocked GSM 4G LTE Android Smartphone - Amber Gold,3.9382716049382718,1,Htc,190.99
"HTC One M8 3G, 4MP, 32GB, QHTC One M8 Unlocked International Version - 32GB - grey",3.2857142857142856,1,Htc,149.99
HTC One M8 Google Play Edition (GPE),4.5,2,Htc,399.95
"HTC One M8 Unlocked Cellphone, International, 16GB, Gold",3.346341463414634,2,Htc,282.87
HTC One M8 Unlocked International Version - 16GB - grey [No Warranty] International version no warranty,3.827067669172932,1,Htc,250.0
HTC One M9 - 32GB Verizon + GSM Unlocked Android Smartphone (Certified Refurbished) (Gunmetal Gray),4.0,1,Htc,239.95
HTC One M9 32GB Factory Unlocked GSM 4G LTE Octa-Core Android Smartphone w/ 20.7MP Camera - Silver/Rose Gold,3.6153846153846154,1,Htc,199.95
HTC One M9 32GB Gold T-Mobile,3.736842105263158,1,Htc,189.95
HTC One M9 32GB Unlocked GSM 4G LTE 20MP Camera Smartphone w/ Front-Facing Speakers - Grey,3.608695652173913,2,Htc,348.68
HTC One M9 32GB Unlocked GSM 4G LTE Octa-Core Smartphone and 20MP Camera - Gunmetal Grey,1.0,3,Htc,548.68
HTC One M9 32GB Unlocked GSM 4G LTE Smartphone w/ 20MP Camera - Amber Gold,3.775252525252525,2,Htc,339.99
HTC One M9 6535L 32GB Verizon + GSM Octa-Core Android Smartphone w/ 20MP Camera - Silver/Rose God (Certified Refurbished),4.0,1,Htc,225.95
"HTC One M9 Plus (M9PX) Supreme Camera Edition 32GB 5.2-Inch Factory Unlocked Smartphone, - International Version, No Warranty (Gunmetal Gray)",3.0,2,Htc,414.0
HTC One M9 Plus 32GB 5.2-Inch Factory Unlocked Smartphone Amber Gold - International Stock No Warranty,4.323529411764706,2,Htc,398.99
HTC One M9 Plus Silver Gold Factory Unlocked GSM - International Version [No-Warranty],4.323529411764706,2,Htc,395.5
HTC One M9 Unlocked GSM 4G LTE 20MP Camera Smartphone (Silver/Gold),3.8479087452471483,2,Htc,314.99
"HTC One M9(s) GSM Factory Unlocked Cellphone, 13MP, 16GB, Silver - International Version No Warranty",4.444444444444445,1,Htc,228.0
"HTC One ME (M9ew) 32GB Gold Sepia, Dual Sim, 3GB Ram, 5.2-inch, Unlocked International Model, No Warranty",5.0,2,Htc,309.99
"HTC One ME (M9ew) 32GB Meteor Grey, Dual Sim, 3GB Ram, 5.2-inch, Unlocked International Model, No Warranty",5.0,1,Htc,244.99
HTC One Max 16GB LTE 4G Unlocked GSM Android Phone (Silver),4.150537634408602,2,One,358.68
HTC One Max 32GB 4G LTE Unlocked GSM Android Smartphone - Silver,4.185185185185185,2,Htc,348.68
"HTC One Max 803s Black (Factory Unlocked) 5.9 Inch , 1.7 Ghz Quad Core , 2gb Ram",4.428571428571429,1,One,95.05
HTC One Mini 16GB 4G LTE Unlocked GSM Android Smartphone - Silver (No Warranty),3.52,1,Htc,104.99
HTC One Mini 16GB 4G LTE Unlocked GSM Cell Phone - Silver (No Warranty),3.1857142857142855,1,Htc,109.95
HTC One Mini 2 16GB 4G LTE Unlocked GSM Android Smartphone - Gold,3.84375,1,Htc,189.99
HTC One Mini 2 16GB 4G LTE Unlocked GSM Android Smartphone - Silver,3.7142857142857144,2,Htc,267.0
HTC One Mini 2 16GB 4G LTE Unlocked GSM Quad-Core Android 4.4 KitKat Smartphone - Grey,4.125,2,Htc,268.0
HTC One S 16GB Unlocked GSM Android Smartphone w/ 8MP Camera - Blue,3.6666666666666665,1,Htc,149.99
"HTC One S Android Smartphone (Unlocked), 16GB with Beats Audio - Gray",3.8,1,One,175.0
"HTC One V Unlocked GSM Android Smartphone w/ Beats Audio Sound, 3.7"" Super LCD2 Touchscreen and 5MP Camera",3.0,1,One,145.0
HTC One VX Unlocked GSM 4G LTE Android Smartphone - Gray/Red,3.94,1,Htc,229.99
HTC One X 16GB Unlocked GSM 4G LTE Android Smartphone w/ Beats Audio - White,3.3333333333333335,1,Htc,84.95
HTC One X 16GB Unlocked GSM 4G LTE Dual-Core Smartphone - White,3.8347826086956522,1,Htc,89.99
HTC One X 16GB Unlocked GSM 4G LTE Dual-Core Smartphone w/ 8MP Camera and Beats by Dre Audio - Gray,4.125,1,Htc,140.0
HTC One X 32 GB White Android SmartPhone with Beats Audio (GSM Unlocked),3.130434782608696,1,Htc,255.0
HTC One X Unlocked GSM Android SmartPhone - No Warranty (White) with Beats Audio,3.7586206896551726,1,Htc,89.5
"HTC One X Unlocked Gsm Phone, 16GB, Gray",3.566137566137566,1,Htc,92.99
HTC One X+ 4G 64GB Unlocked GSM 4.7-inch Smartphone w/ Beats Audio - Black,3.7157894736842105,1,Htc,99.0
"HTC One X9 (Display: 5.5"" - 32GB ROM - 3GB RAM - Dual Sim - 3000mAh) International Version/No Warranty (Silver)",4.6,2,Htc,308.99
"HTC One X9 32GB Carbon Gray, Dual Sim, Unlocked International Model, No Warranty",4.6,2,Htc,358.0
"HTC One X9 32GB Copper Rose, Dual Sim, Unlocked International Model, No Warranty",4.6,2,Htc,299.99
HTC Pure ST6356 Unlocked GSM Smartphone - Black,3.727272727272727,2,Htc,288.0
HTC Radar C110E Unlocked GSM Phone - White/Silver,3.8620689655172415,1,Htc,74.99
HTC Rhyme 3G Android Smartphone Plum Verizon,3.1578947368421053,1,Htc,64.99
HTC Rhyme 6330 Purple Verizon Wireless [Retail-Packaging],3.0,1,Htc,24.57
"HTC S621 HTC S621 Unlocked PDA SmartPhone with Camera, Windows Mobile 5.0, Wi-Fi, MP3/Video Player, MicroSD Slot - No Warranty - Black",2.9411764705882355,1,Htc,159.0
"HTC ST-7377 Tilt 2 Unlocked Phone with QWERTY Keyboard, Touch Screen and 3MP Camera - US Warranty - Black",3.3333333333333335,1,Htc,29.99
"HTC Salsa C510e Unlocked GSM Phone with Android 2.3 OS, 3.4"" Touchscreen, HTC Sense UI, 5MP Camera, Video, GPS, Wi-Fi, Bluetooth, Dedicated Facebook Key, SNS Integration, FM Radio, MP3/MP4 Player, Google Apps and microSD Slot - Lilac",4.0,1,Htc,250.0
HTC Sensation 4G Unlocked GSM Android Silver Black,2.142857142857143,1,Htc,44.3
HTC Sensation XE Z715E with Beats Audio Unlocked GSM Android Phone - International Version - No Warranty - White,3.4,1,Htc,179.0
HTC Sensation Xe Z715e Unlocked GSM Android Smart Phone with Beats Audio White,1.0,1,Htc,187.05
"HTC Sensation Z710E Unlocked GSM Android Smartphone with 8 MP Camera, Wi-Fi and GPS - No Warranty - Black",3.2430555555555554,1,Htc,49.5
"HTC Status ChaCha A810a Unlocked Phone with QWERTY Keyboard, 5MP Camera, Wi-Fi and GPS - US Warranty - Silver",3.9,2,Htc,269.1
"HTC T8788 7 Surround Unlocked Phone with Windows 7, Surround Sound, 5MP Camera and HD Video - US Warranty - Black",2.903225806451613,1,Htc,84.99
"HTC TROPHY MWP6985 3.8"" Verizon Windows 7 Bluetooth 5MP Camera Cell Phone",3.5,1,Htc,80.0
"HTC Tattoo Unlocked Android Phone with 3MP Camera, WiFi and GPS--International Version No Warranty (Graphite)",3.75,1,Htc america,149.0
"HTC Tilt (TYTN II) PDA Smartphone with 3MP Camera, 3G, Wi-Fi, MP3/Video Player, MicroSD Slot--U.S. Version for AT&T",3.8333333333333335,1,Htc,69.99
HTC Titan X310a Unlocked GSM Phone - Black,4.2727272727272725,1,Htc,26.04
"HTC Touch Diamond 4 GB Unlocked Phone with 3G, 3.2 MP Camera, MP3/Video Player, and Windows Mobile 6.1--U.S. Version with Warranty (Black)",3.3636363636363638,3,Htc,599.99
HTC Touch Diamond VX6950 No Contract CDMA Smartphone Verizon,1.0,1,Htc,25.0
"HTC Touch Dual P5520 Unlocked Slider SmartPhone with Windows Mobile 6.0, 2 MP Camera, International 3G, MP3/Video Player, MicroSD Slot--International Version No Warranty",2.8,1,Htc,27.88
"HTC Touch P3450 Unlocked Smartphone with Windows Mobile 6.0, 2 MP Camera, Wi-Fi, MP3/Video Player, MicroSD Slot--International Version with No Warranty (Black)",5.0,1,Htc,203.35
HTC Touch Pro 2 - Smartphone - 3G - WCDMA (UMTS) / GSM - touch / slide-out keyboard - Windows Mobile,5.0,1,Pro,45.0
"HTC Touch Pro Unlocked Phone with 3.2 MP Camera, Windows Mobile 6.1, Wi-Fi, GPS, and MicroSD Slot--International Version with No Warranty (Black)",2.2,1,Htc america,189.0
HTC Vivid X710a 16GB Unlocked GSM Android Dual-Core Smartphone - White (No Warranty),3.402542372881356,1,Htc,97.99
"HTC Wildfire A3333 Unlocked GSM SmartPhone with Android OS, 5 MP Camera, Wi-Fi, and Touch Screen--International Version with No US Warranty (Black)",3.0,1,Htc america,104.56
"HTC Wildfire S A510e Unlocked Phone with Android 2.3.3, 5 MP Camera, Wi-Fi, GPS and Bluetooth - Unlocked Phone - No Warranty - Silver/White",3.466666666666667,1,Htc,59.99
HTC Wildfire S CDMA Bluetooth Android Black Phone U.S Cellular,1.0,1,Htc,36.99
HTC Wildfire S Unlocked GSM Touchscreen Android Smartphone - White/Silver,2.857142857142857,1,S,29.95
"HTC X515M EVO 3D Unlocked Android Smartphone with 3D Camera, Dual-Core Processor, Wi-Fi, GPS",4.384615384615385,2,Htc,349.99
HTC XV6900 TOUCH VERIZON Phone NO CONTRACT,3.4166666666666665,1,Unassigned,99.99
"HTC Z710E Sensation Unlocked GSM Android Smartphone with 8 MP Camera, Dual Core Processor, Wi-Fi and GPS - No Warranty - Black",4.666666666666667,2,Htc,309.44
"HTC Z710E-WH Sensation Unlocked GSM Android Smartphone with 8 MP Camera, Wi-Fi and GPS - No Warranty - White",3.2627737226277373,1,Htc,194.37
"HTC myTouch 3G Unlocked Android Phone with 3G Support, GPS, Wi-Fi and Touch Screen - US Warranty - Black",3.2045454545454546,1,Htc,36.5
"HTC myTouch 3G Unlocked Android Phone with 3G Support, GPS, and Touch Screen - US Warranty - White",3.1523809523809523,1,Htc,18.88
HTC myTouch 4G Slide Global QWERTY Unlocked GSM Android Smartphone,2.0952380952380953,1,Htc,199.99
HTC sensation 4G T-Mobile (Black),1.0,1,(black),27.99
"HUAWEI Ascend M860 Metro PCS Phone with Android 2.1 OS, 3.5"" Touchscreen, 3.2MP Camera and GPS - Black",2.2777777777777777,1,Huawei,25.59
"HUAWEI Ascend Mate White Unlocked GSM Phone with 6.1"" IPS+ LCD Touchscreen",3.5789473684210527,2,Huawei,332.0
HUAWEI Ascend Mate2 16GB Factory Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 13MP Camera - White (Certified Refurbished),3.2222222222222223,1,Huawei,179.99
HUAWEI Ascend P7 P7-L10 16GB Unlocked GSM 4G LTE Smartphone - Black,3.8979591836734695,1,Huawei,182.99
HUAWEI Honor 5X Android 5.1 Qualcomm Snapdragon 616 Octa Core 3GB RAM 16GB ROM Unlocked Cellphone (Gold),3.0,1,Huawei,229.98
HUAWEI SnapTo 8GB Unlocked GSM 4G LTE Quad-Core Android 4.4 Smartphone - Black,4.095238095238095,1,Huawei,110.0
HUAWEI SnapTo 8GB Unlocked GSM 4G LTE Quad-Core Android 4.4 Smartphone - White/Black,4.208333333333333,1,Huawei,104.0
HUAWEI TalkBand B2 Android Bluetooth Fitness Watch + Earpiece - Elite Golden,5.0,1,Huawei,136.86
"High Quality 1.33"" Quad Band Single Sim Touch Screen Watch Cell Phone with FM Mp3 Mp4 Black",2.6666666666666665,1,Victor,65.0
Hipipooo 4 Inch IP68 Waterproof 3G Rugged Android 4.4.2 Smartphone 1.2GHz Quad Core Dual Sim Dustproof Shockproof Capacitive Screen GPS 5MP Supporting NFC,3.4691358024691357,1,Rugged,190.0
Hipipooo 4 Inch IP68 Waterproof 3G Rugged Android 4.4.2 Smartphone 1.2GHz Quad Core Dual Sim Dustproof Shockproof Capacitive Screen GPS 5MP With NFC-Green,3.5342465753424657,1,Shenzhen jinwanyi company,129.99
"Hipipooo-Discovery V8 Waterproof Dustproof Shakeproof Smartphone Rugged Android 4.4 3G Unlocked Mobile Phone 4.0 inch Mtk6572 Dual-Core,Dual SIM Card Slot(Black)",2.0,1,Shenzhen jinwanyi company,99.0
"Homtom HT7 Pro Mobile Phone 5.5 Inch HD 2GB 16GB 4G LTE Smartphone 1280720 Android 5.1 Quad core MTK6735 13MP 3000mAh 5.5"" Unlocked Cell Phones (Black)",4.0,1,Jhm,95.99
"Homtom HT7 Pro Mobile Phone 5.5 Inch HD 2GB 16GB 4G LTE Smartphone 1280720 Android 5.1 Quad core MTK6735 13MP 3000mAh 5.5"" Unlocked Cell Phones (Silver)",4.0,1,Jhm,95.99
"Honor 5X Unlocked Smartphone, 16GB Dark Grey (US Warranty)",4.2,1,Huawei,199.99
"Honor 5X Unlocked Smartphone, 16GB Sunset Gold (US Warranty)",4.5,1,Huawei,199.99
"Honor 5X unlocked smartphone, 16GB Daybreak Silver (US Warranty)",4.5,1,Huawei,199.99
Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty,4.456521739130435,2,Huawei,399.99
Honor 8 Dual Camera Unlocked Phone 32GB - Pearl White - GSM - US Warranty,4.4,2,Huawei,399.99
Honor 8 Dual Camera Unlocked Phone 32GB - Sapphire Blue - GSM - US Warranty,4.405405405405405,2,Huawei,399.0
"Honor 8 Unlocked Phone 32GB, Midnight Black- GSM- (US Warranty)",4.6,2,Huawei,399.99
"Honor 8 Unlocked Phone 32GB, Sapphire Blue (US Warranty)",4.75,2,Huawei,399.0
Htc Touch Pro 2 T7373 Unlocked GSM Smartphone / Qwerty Keyboard / Touchscreen / 3.5g Quadband - International Version No Warranty,3.0588235294117645,1,Htc,199.89
Huadoo HG04 IP68 Rugged Waterproof 4G Unlocked Smartphone Android 2G RAM 16G ROM Dual SIM 5.0MP/13MP Dual Cameras Shockproof Dustproof 4.7 Inch 3800mah Battery FDD-LTE Outdoor Cell Phones(Orange),4.0,1,Huadoo,212.5
"Huadoo HG06 Rugged Water Drop Dust proof Phone MTK6735 Quad Core Full Frequency 5.0"" Screen 4G LTE IP68 4500mah Durable Battery Android 5.1 Unlocked Smartphone(Orange)",2.6666666666666665,2,Huadoo,429.9
Huadoo V3 IP68 Rugged Smartphone Waterproof Shockproof Dustproof 3G Unlocked Android Dual SIM GPS Navigation(Green),1.0,1,Huadoo,149.99
Huadoo V3 IP68 Rugged Smartphone Waterproof Shockproof Dustproof 3G Unlocked Android Dual SIM GPS Navigation(Orange),2.2,1,Huadoo,149.9
"Huawei - Ascend G610 (Black) 3G 850/1900/2100Mhz, 5.0"" Display, Android 4.2 Quad-core 1.2 GHz, Dual cameras (Black)",4.555555555555555,1,Huawei,90.0
Huawei Ascend G300 Unlocked Phone - U.S. Warranty (Silver),3.0,1,Huawei,206.94
Huawei Ascend G6 MTK6589M 1.2GHz Quad Core 4.5 inch 3G Android 4.3 Smart Cell Phone RAM 1GB ROM 4GB WCDMA GSM Dual SIM (Black),4.0,1,Huawei,103.49
"Huawei Ascend G730 (Black) 5.5"" GSM 3G (Factory Unlocked) Quad Core Android Phone",4.27536231884058,1,Huawei,80.0
"Huawei Ascend G730 (White) 5.5"" GSM 3G (Factory Unlocked) Quad Core Android Phone",4.408450704225352,1,Huawei,110.0
Huawei Ascend M860 Cricket Touchscreen Android Smartphone - NICE,2.2413793103448274,1,Huawei,18.88
"Huawei Ascend Mate 7 Factory Unlocked Cellphone, 16GB, White",4.383647798742138,2,Huawei,299.99
"Huawei Ascend P7 16G 5"" Android 4.4 Quad Core 1.8G WCDMA (P7-L00) Dual Sim 4G LTE Smartphone Black color by Takuda",3.6666666666666665,8,Huawei,2000.0
"Huawei Ascend P7 16G 5"" Android 4.4 Quad Core 1.8G WCDMA (P7-L00) Dual Sim 4G LTE Smartphone White color by Takuda",3.6666666666666665,8,Huawei,2066.0
Huawei Ascend Y Prepaid Cell Phone (Straight Talk),3.0,1,Huawei,48.0
Huawei Ascend Y210D Black WiFi Android Touchscreen GSM Dual SIM 3G Cell Phone,3.5454545454545454,1,Huawei,53.0
"Huawei Ascend Y320 Smart Cell Phone 4.0 inch Android 2.3.6 Smart Phone, MTK6572 Dual Core 1.0GHz, RAM: 256MB+ROM:512MB, WCDMA & GSM with a 8GB TF Card",5.0,1,Huawei,69.0
"Huawei Ascend Y520, 4GB, Dual Sim, Factory Unlocked (Black)",3.5,1,Huawei,230.0
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black",4.2508710801393725,1,Huawei,104.65
"Huawei E5151 21 Mbps 3G Mobile WiFi Hotspot with Ethernet Port (3G in Europe, Asia, Middle East, Africa & T-Mobile USA)",4.105263157894737,1,Huawei,160.21
"Huawei E5330Bs-2 21 Mbps 3G Mobile WiFi Hotspot (3G in Europe, Asia, Middle East & Africa) (white)",3.7555555555555555,1,Huawei,51.59
"Huawei Enjoy 5 / TIT-AL00 5.0 Inch EMUI 3.1 Unlocked Smartphone, MT6735 Quad Core 1.3GHz, 2GB RAM + 16GB ROM GSM & WCDMA & FDD-LTE (Grey)",5.0,1,Huawei,162.99
"Huawei Enjoy 5 / TIT-AL00 5.0 Inch EMUI 3.1 Unlocked Smartphone, MT6735 Quad Core 1.3GHz, 2GB RAM + 16GB ROM GSM & WCDMA & FDD-LTE (White)",5.0,1,Huawei,158.99
Huawei G520 Dual Sim Quad-Core MT6589 1.2GHz 4.5 inch IPS Android 4.1 GPS WCDMA Smartphone,3.842857142857143,1,Huawei,99.9
Huawei G520 Dual Sim Quad-core Mt6589 1.2ghz 4.5 Inch IPS Android 4.1 GPS Wcdma Smartphone(White),5.0,1,Huawei,67.0
Huawei GX8 Unlocked Smartphone (US Version: RIO-L03) - Horizon Gold,3.8055555555555554,2,Huawei,285.0
Huawei Google Nexus 6P 64GB 5.7-Inch Reversible USB Type-C 4G LTE Factory Unlocked (GRAPHITE) - International Stock No Warranty,4.521739130434782,3,Huawei,529.0
Huawei Honor 6 White 5.0 inch Android 4.4 IPS Screen Smart Phone Kirin 920 8 Core 1.3GHz RAM 3GB 16GB GSM Network Micro SIM,3.5,1,Xjkj,229.99
Huawei Honor 6+ Plus (PE-UL00) 4G OTG 3GB+16GB 5.5 inch FHD EMUI 3.0 (Android 4.4) Smart Phone Octa Core Hisilicon Kirin 925 1.8GHz 3600mAh Dual SIM FDD-LTE WCDMA GSM (black) (International Version),4.5,1,Huawei,229.0
Huawei Honor 7 / PLK-AL10 Unlocked Android 4G LTE Smartphone 5.2 inch Hisilicon Kirin 935 Octa Core 3GB RAM + 64GB ROM FDD-LTE & WCDMA & GSM (Gold),4.0,2,Huawei,339.95
"Huawei Honor NOTE 8 / EDI-AL10 128GB 6.6 Inch EMUI 4.1 Smartphone, Kirin 955 Octa Core 2.5GHz, 4GB RAM GSM & WCDMA & FDD-LTE (Gold)",5.0,3,Huawei,527.99
"Huawei Honor NOTE 8 / EDI-AL10 32GB 6.6 Inch EMUI 4.1 Smartphone, Kirin 955 Octa Core 2.5GHz, 4GB RAM GSM & WCDMA & FDD-LTE (Silver)",5.0,2,Huawei,456.99
Huawei Honor X2 7.0 inch Android 5.0 Phablet Phone Octa Core RAM 3GB ROM 16GB Dual SIM (Add 32GB TF Card),3.5833333333333335,1,Xjkj,226.99
Huawei Honor X2 7.0 inch Android 5.0 Phablet Phone Octa Core RAM 3GB ROM 16GB Dual SIM (Standard),3.4545454545454546,1,Xjkj,223.99
Huawei Honor X2 Dual SIM Card Dual Standby TD-LTE/FDD-LTE Android 5.0 16GB ROM Smartphone (Sliver),2.0,1,Huawei,223.99
Huawei Mate 2 - Factory Unlocked (Black),4.465845464725644,1,Huawei,229.99
Huawei Mate 8 / NXT-AL10 6 inch 8 Core 2.3GHz RAM 4GB ROM 64GB Dual SIM Screen EMUI 4.0(Base on Android 6.0) Smartphone Hisilicon Kirin 950 IPS FHD FDD-LTE & WCDMA & GSM (Champagne Gold),4.181818181818182,2,Huawei,491.99
Huawei Mate 8 / NXT-AL10 6 inch 8 Core 2.3GHz RAM 4GB ROM 64GB Dual SIM Screen EMUI 4.0(Base on Android 6.0) Smartphone Hisilicon Kirin 950 IPS FHD FDD-LTE & WCDMA & GSM (Mocha Gold),4.25,2,Huawei,501.99
Huawei Mate 8 32GB 6-Inch 4G LTE Factory Unlocked Smartphone - International Stock No Warranty (Silver),4.7727272727272725,2,Huawei,408.99
"Huawei Mate 8 6.0"" 16MP 4GB RAM Dual Sim 4000 mAh 64GB Smartphone (Gold) - International Version No Warranty",4.32,2,Huawei,509.99
"Huawei Mate 8 6.0"" 16MP 4GB RAM Dual Sim 4000 mAh 64GB Smartphone (Mocha Gold) - International Version No Warranty",5.0,3,Huawei,523.99
Huawei Mate 8 NXT-L29 32GB 6-Inch 4G LTE Factory Unlocked Smartphone - International Stock No Warranty (Space Gray),4.7727272727272725,2,Huawei,429.99
"Huawei Mate 8 NXT-L29 32GB Dual SIM Factory Unlocked GSM Smartphone - International Version, No Warranty (Grey)",4.333333333333333,2,Huawei,425.73
"Huawei Mate 8 NXT-L29 32GB Dual SIM Factory Unlocked GSM Smartphone - International Version, No Warranty (Moonlight Silver)",4.37037037037037,2,Huawei,418.94
Huawei Mate 8 Premier Dual NXTAL10 64GB M.Brown,4.681818181818182,2,Huawei,494.55
Huawei Mate S 64GB Gold,5.0,2,Huawei,379.99
"Huawei Mate S Unlocked Smartphone 5.5 Inch Hisilicon Kirin 935 Octa Core 2.2GHz+1.5GHz,Dual SIM RAM 3GB + ROM 32GB FDD-LTE WCDMA GSM (Grey)",3.0,2,Huawei,376.99
"Huawei Mediapad X2 Tablet Phone (GEM-702L) 32GB Champagne Gold, Dual SIM, 7.0 inch, 3GB ROM - Unlocked International Model - No Warranty",4.444444444444445,1,Huawei,215.0
Huawei Nexus 6P H1512 32GB (GSM Unlocked) - International Version with No Warranty (Aluminium / Silver),4.215686274509804,2,Huawei,312.0
"Huawei Nexus 6P H1512 5.7-Inch 32GB Unlocked Cellphone, International Version (Black)",4.354838709677419,2,Huawei,350.0
Huawei Nexus 6P H1512 64GB Factory Unlocked - International Version with No Warranty (Frost White),4.521739130434782,2,Huawei,499.99
Huawei Nexus 6P H1512 64GB Factory Unlocked - International Version with No Warranty (Gold),5.0,2,Huawei,459.99
"Huawei Nexus 6P Unlocked Smartphone, 64GB, US Warranty (Graphite)",3.4,3,Huawei,555.59
"Huawei Nexus 6P Unlocked Smartphone, 64GB, US Warranty (Silver)",3.4,3,Huawei,556.29
"Huawei Nexus 6P unlocked smartphone, 128GB Graphite (US Warranty)",3.4,3,Huawei,690.0
"Huawei Nexus 6P unlocked smartphone, 128GB Silver (US Warranty)",3.4,3,Huawei,649.0
"Huawei Nexus 6P unlocked smartphone, 32GB Silver (US Warranty)",3.4,2,Huawei,449.99
"Huawei Nexus 6P unlocked smartphone, 64GB Gold (US Warranty)",4.4,3,Huawei,549.53
"Huawei P8 GRA-UL00 16GB Mystic Champagne, 5.2"" Screen, Dual SIM, Unlocked Smartphone - International Stock, No Warranty",4.76,2,Huawei,277.99
"Huawei P8 GRA-UL00 16GB Titanium Grey, 5.2"" Screen, Dual SIM, Unlocked Smartphone - International Stock, No Warranty",4.8,2,Huawei,282.01
"Huawei P8 Lite ALE-L21 16GB Gold, Dual Sim, 5-Inch, Unlocked Smartphone, International Stock, No Warranty",4.04,1,Huawei,199.99
Huawei P8 Lite ALE-L23 Factory Unlocked 16GB Latin Version (American 4G LTE Bands)(Black),4.647058823529412,1,Huawei,184.9
Huawei P8 Lite ALE-L23 Factory Unlocked 16GB Latin Version (American 4G LTE Bands)(Gold),4.647058823529412,1,Huawei,181.94
Huawei P8 Lite ALE-L23 Factory Unlocked 16GB Latin Version (American 4G LTE Bands)(White),4.583333333333333,1,Huawei,179.94
"Huawei P8 Lite US Version- 5 Unlocked Android 4G LTE Smartphone - Octa Core 1.5GHz, Dual SIM, Gorilla Glass, 13MP Camera - White (U.S. Warranty)",4.089020771513353,1,Huawei,198.99
Huawei P8 Lite Unlocked Smartphone Android 5.0 Octa Core 1.2GHz Dual SIM Dual Camera 2GB RAM 16GB ROM (Black),5.0,3,Huawei,775.0
"Huawei P8 max 32GB 6.8 Inch EMUI 3.1 Smartphone Hisilicon Kirin 935 64bit Octa-core 1.5GHz+2.2GHz, RAM: 3GB FDD-LTE & WCDMA & GSM (Gold)",4.5,2,Huawei,267.0
"Huawei P8 max 32GB 6.8 Inch EMUI 3.1 Smartphone Hisilicon Kirin 935 64bit Octa-core 1.5GHz+2.2GHz, RAM: 3GB FDD-LTE & WCDMA & GSM (Grey)",4.5,2,Huawei,439.0
"Huawei P8 max 32GB 6.8 Inch EMUI 3.1 Smartphone Hisilicon Kirin 935 64bit Octa-core 1.5GHz+2.2GHz, RAM: 3GB FDD-LTE & WCDMA & GSM (Silver)",4.5,2,Huawei,273.0
"Huawei P9 5.2"" 32GB ROM 3GB RAM Dual SIM Kirin 955 Octa Core Dual 12 MP Camera 4G LTE Smartphone (Mystic Silver) - International Version No Warranty",3.5555555555555554,2,3gb,468.95
"Huawei P9 5.2"" 32GB ROM 3GB RAM Dual SIM Kirin 955 Octa Core Dual 12 MP Camera 4G LTE Smartphone (Prestige Gold) - International Version No Warranty",4.857142857142857,2,3gb,450.84
"Huawei P9 5.2"" 32GB ROM 3GB RAM Dual SIM Kirin 955 Octa Core Dual 12 MP Camera 4G LTE Smartphone (Titanium Grey) - International Version No Warranty",4.5,2,3gb,469.48
Huawei P9 EVA-L09 32GB 5.2 Inch 12 MP 4G LTE Factory Unlocked - International Stock No Warranty (MYSTIC SILVER),4.678571428571429,2,Huawei,461.31
Huawei P9 EVA-L09 32GB 5.2 Inch 12 MP 4G LTE Factory Unlocked - International Stock No Warranty (ROSE GOLD),4.648648648648648,2,Huawei,425.98
Huawei P9 EVA-L09 32GB 5.2 Inch 12 MP 4G LTE Factory Unlocked - International Stock No Warranty (TITANIUM GREY),4.645161290322581,2,Huawei,470.0
Huawei P9 Lite 16GB VNS-L21 Dual-SIM Factory Unlocked Smartphone - International Version with No Warranty (Black),4.25,1,Huawei,234.96
Huawei P9 Lite 16GB VNS-L21 Dual-SIM Factory Unlocked Smartphone - International Version with No Warranty (Gold),4.25,1,Huawei,249.96
Huawei P9 Lite 16GB VNS-L21 Dual-SIM Factory Unlocked Smartphone - International Version with No Warranty (White),4.25,1,Huawei,235.83
Huawei P9 Lite VNS-L22 16GB 5.2-Inch Dual SIM 13MP 4G LTE Factory Unlocked - International Stock No Warranty (BLACK),3.857142857142857,1,Huawei,250.0
Huawei P9 Lite VNS-L22 16GB 5.2-Inch Dual SIM 13MP 4G LTE Factory Unlocked - International Stock No Warranty (GOLD),3.9130434782608696,1,Huawei,241.0
Huawei P9 Lite VNS-L22 16GB 5.2-Inch Dual SIM 13MP 4G LTE Factory Unlocked - International Stock No Warranty (WHITE),3.857142857142857,1,Huawei,242.39
Huawei P9 Lite VNS-L23 Dual SIM Factory Unlocked 16GB (International Version - No Warranty) (Black),4.619047619047619,1,Huawei,247.95
Huawei P9 Lite VNS-L23 Dual SIM Factory Unlocked 16GB (International Version - No Warranty) (Gold),4.636363636363637,1,Huawei,246.94
